g_tw,P_r,k_a,lin_E_l,lin_T_l,lin_R_ll,PM_E_l,v_w,MU_H_l,H_l,MUc_E_l,Le,C_wa,Re,MU_E_l,P_wa,rho_a,PM_H_l,L_l,PS_T_l,R_ll,GP_T_l,sigm,C_wl,R_s,R_mol,P_wl,GPRll_E_l,MUc_H_l,g,L_A,Pr,L_E,D_va,PS_H_l,a_sh,g_sw,GP_H_l,g_bw,epsilon_l,a_s,E_l,GPRll_T_l,E_lmol,M_air,M_w,h_c,c_pv,M_N2,epsilon,c_pa,P_a,M_O2,nu_a,GPRll_H_l,GP_E_l,GPRll_R_ll,T_a,lin_H_l,Nu,alpha_a,T0,PS_E_l,T_l,Re_c,lambda_E,c_pmol,T_w
0.0135848897437248,101325,0.0249188000000000,198.193348012389,284.742034469658,27.8928750129632,231.789831941341,1.0,200.816650025817,122.968577243775,197.836389333379,0.888750111517530,0.242223713629192,2130.68181818182,149.183349974183,567.937364287074,1.24369004978816,118.210168058659,0.03,285.174161542807,28.0833378523459,285.174161542807,5.67e-08,0.574305499154816,350.0,8.314472,1359.55672075301,196.710381838594,152.163610666621,9.81,0.000900000000000000*pi,0.71,44000,0.0000224180000000000,143.441794714514,2,0.045,143.441794714514,0.0194594268006907,1,1.0,198.948084903880,285.174161542807,0.00451129444226485,0.02897,0.018,22.5952259801627,1864,0.028,0.622,1010,101325,0.032,0.0000140800000000000,120.451746625053,206.558205285486,32.8378715363525,282.0,123.913776974647,27.2026253031800,0.0000199240000000000,273.15,206.558205285486,284.72111855291325,3000,2450000.0,29.2,282.0
0.0135848897437248,101325,0.0249188000000000,198.193348012389,284.742034469658,27.8928750129632,231.789831941341,1.0,200.816650025817,122.968577243775,197.836389333379,0.888750111517530,0.242223713629192,2130.68181818182,149.183349974183,567.937364287074,1.24369004978816,118.210168058659,0.03,285.174161542807,28.0833378523459,285.174161542807,5.67e-08,0.574305499154816,350.0,8.314472,1359.55672075301,196.710381838594,152.163610666621,9.81,0.000900000000000000*pi,0.71,44000,0.0000224180000000000,143.441794714514,2,0.045,143.441794714514,0.0194594268006907,1,1.0,198.948084903880,285.174161542807,0.00451129444226485,0.02897,0.018,22.5952259801627,1864,0.028,0.622,1010,101325,0.032,0.0000140800000000000,120.451746625053,206.558205285486,32.8378715363525,282.0,123.913776974647,27.2026253031800,0.0000199240000000000,273.15,206.558205285486,284.72111855291325,3000,2450000.0,29.2,282.0
0.0136581789643447,101325,0.0250556000000000,232.044756102521,286.121160735749,22.0394953201940,258.098680219859,1.0,180.741927341661,95.6799427771875,229.464395187964,0.888712801549568,0.240517912828987,2103.78681626928,169.258072658339,567.937364287074,1.23493166915585,91.9013197801413,0.03,286.450252964581,22.2322374132306,286.450252964581,5.67e-08,0.625837388265457,350.0,8.314472,1488.80645371702,230.826514698637,120.535604812036,9.81,0.000900000000000000*pi,0.71,44000,0.0000227160000000000,110.796812019294,2,0.045,110.796812019294,0.0196101577089700,1,1.0,232.087819809581,286.450252964581,0.00526276235395874,0.02897,0.018,22.6092598643682,1864,0.028,0.622,1010,101325,0.032,0.0000142600000000000,93.3832487327142,239.203187980706,25.7902365686485,284.0,95.9157485772854,27.0709061419821,0.0000201880000000000,273.15,239.203187980706,286.11594592992356,3000,2450000.0,29.2,284.0
0.0137315868428841,101325,0.0251924000000000,267.643798274545,287.474338853362,15.6447438168122,284.482097302051,1.0,159.878097904124,66.9506154427090,262.427612138693,0.888676457808290,0.238835969382630,2077.56232686981,190.121902095876,567.937364287074,1.22629578335756,65.5179026979492,0.03,287.698960771616,15.8230929227808,287.698960771616,5.67e-08,0.680121682943726,350.0,8.314472,1625.65492657735,266.752246769669,87.5723878613071,9.81,0.000900000000000000*pi,0.71,44000,0.0000230140000000000,76.8752378366942,2,0.045,76.8752378366942,0.0197618409615123,1,1.0,267.226291634512,287.698960771616,0.00605955309828826,0.02897,0.018,22.6241944843642,1864,0.028,0.622,1010,101325,0.032,0.0000144400000000000,65.0581842374433,273.124762163306,18.1895689928880,286.0,66.7114579086428,26.9416901339661,0.0000204520000000000,273.15,273.124762163306,287.47962429091075,3000,2450000.0,29.2,286.0
0.0138051050509720,101325,0.0253292000000000,304.894085356947,288.803804340587,8.70965307116331,310.790159422802,1.0,138.318828483723,36.7802431775526,296.587852049354,0.888641043239533,0.237177386261917,2051.98358413133,211.681171516277,567.937364287074,1.21777984041758,39.2098405771982,0.03,288.923762068084,8.83884644769660,288.923762068084,5.67e-08,0.737141814946861,350.0,8.314472,1770.11460136236,304.386726257934,53.4121479506459,9.81,0.000900000000000000*pi,0.71,44000,0.0000233120000000000,41.8279476267090,2,0.045,41.8279476267089,0.0199144676816132,1,1.0,304.380910374747,288.923762068084,0.00690206145974482,0.02897,0.018,22.6400006407813,1864,0.028,0.622,1010,101325,0.032,0.0000146200000000000,35.5555528859411,308.172052373291,10.0577208561250,288.0,36.3962615718895,26.8149021375897,0.0000207160000000000,273.15,308.172052373291,288.8122844994823,3000,2450000.0,29.2,288.0
0.0138787255510697,101325,0.0254660000000000,343.680900331945,290.112088170904,1.24001466631899,336.883442187146,1.0,116.167028282320,5.17293887946107,331.791425116212,0.888606522659890,0.235541680149766,2027.02702702703,233.832971717680,567.937364287074,1.20938135875953,13.1165578128540,0.03,290.128433266640,1.26367420780878,290.128433266640,5.67e-08,0.796872254960180,350.0,8.314472,1922.17226619753,343.607701015676,18.2085748837876,9.81,0.000900000000000000*pi,0.71,44000,0.0000236100000000000,5.81973524106091,2,0.045,5.81973524106091,0.0200680293740222,1,1.0,343.563386912712,290.128433266640,0.00779055299121795,0.02897,0.018,22.6566503886082,1864,0.028,0.622,1010,101325,0.032,0.0000148000000000000,4.97051681349032,344.180264758939,1.42178217083407,290.0,5.07908500173597,26.6904701035987,0.0000209800000000000,273.15,344.180264758939,290.11415939229175,3000,2450000.0,29.2,290.0
0.0139524405823666,101325,0.0256028000000000,383.873695057412,291.401963872290,-6.75381283360646,362.635784058218,1.0,93.5323658896197,-27.8631202505712,367.872861890654,0.888572862640120,0.233928380970658,2002.67022696929,256.467634110380,567.937364287074,1.20109792479542,-12.6357840582178,0.03,291.316957133851,-6.91703493547220,291.316957133851,5.67e-08,0.859279446648168,350.0,8.314472,2081.79109392295,384.274155524903,-17.8728618906539,9.81,0.000900000000000000*pi,0.71,44000,0.0000239080000000000,-30.9747876849649,2,0.045,-30.9747876849650,0.0202225179042545,1,1.0,384.780155186042,291.316957133851,0.00872517358698508,0.02897,0.018,22.6741169698582,1864,0.028,0.622,1010,101325,0.032,0.0000149800000000000,-26.5873583985258,380.974787684965,-7.68679712637692,292.0,-27.1198822238054,26.5683249135152,0.0000212440000000000,273.15,380.974787684965,291.38557430290206,3000,2450000.0,29.2,292.0
0.0140262426475608,101325,0.0257396000000000,425.329081628904,292.676387100813,-15.2572417628469,387.936270610662,1.0,70.5285849437489,-62.3161163649165,404.658994441687,0.888540031397174,0.232337031440246,1978.89182058047,279.471415056251,567.937364287074,1.19292719061314,-37.9362706106616,0.03,292.493424562841,-15.7167186548107,292.493424562841,5.67e-08,0.924322777135261,350.0,8.314472,2248.91287995395,426.229636215191,-54.6589944416868,9.81,0.000900000000000000*pi,0.71,44000,0.0000242060000000000,-68.3755488200364,2,0.045,-68.3755488200364,0.0203779254792453,1,1.0,428.032835019726,292.493424562841,0.00970595997777156,0.02897,0.018,22.6923747505686,1864,0.028,0.622,1010,101325,0.032,0.0000151600000000000,-58.9964234716502,418.375548820036,-17.2332127435411,294.0,-60.0718398660573,26.4484002283274,0.0000215080000000000,273.15,418.375548820036,292.6269370867993,3000,2450000.0,29.2,294.0
0.0141001245004612,101325,0.0258764000000000,467.894178854262,293.938430475335,-24.2519221052769,412.690432787158,1.0,47.2707548041576,-98.1710240811335,441.973188089121,0.888507998694091,0.230767186633217,1955.67144719687,302.729245195842,567.937364287074,1.18486687175764,-62.6904327871583,0.03,293.661936087916,-25.1476946363130,293.661936087916,5.67e-08,0.991955555162647,350.0,8.314472,2423.46038131550,469.306100405160,-91.9731880891214,9.81,0.000900000000000000*pi,0.71,44000,0.0000245040000000000,-106.201405546319,2,0.045,-106.201405546319,0.0205342446292453,1,1.0,473.318718717445,293.661936087916,0.0107328507645679,0.02897,0.018,22.7113991618082,1864,0.028,0.622,1010,101325,0.032,0.0000153400000000000,-92.1257189370473,456.201405546319,-27.1803814681130,296.0,-93.6422567489843,26.3306323466266,0.0000217720000000000,273.15,456.201405546319,293.8387279581124,3000,2450000.0,29.2,296.0
0.0141740791343494,101325,0.0260132000000000,511.410156907341,295.191216669837,-33.7163130154615,436.820706231973,1.0,23.8725914322755,-135.410041359803,479.639513555553,0.888476735747117,0.229218413568564,1932.98969072165,326.127408567725,567.937364287074,1.17691474510155,-86.8207062319727,0.03,294.826507928918,-35.2212250594312,294.826507928918,5.67e-08,1.06212597245329,350.0,8.314472,2605.33968753482,513.328090117178,-129.639513555553,9.81,0.000900000000000000*pi,0.71,44000,0.0000248020000000000,-144.274354224875,2,0.045,-144.274354224875,0.0206914681908648,1,1.0,520.631266419237,294.826507928918,0.0118056976512299,0.02897,0.018,22.7311666443978,1864,0.028,0.622,1010,101325,0.032,0.0000155200000000000,-125.838062053528,494.274354224875,-37.4900280636500,298.0,-127.693843891880,26.2149600714996,0.0000220360000000000,273.15,494.274354224875,295.02148940531447,3000,2450000.0,29.2,298.0
